manufacturer;model_name;detail_name;hsn;tsn;displacement;power;year_from;year_to;engine_type;target_bucket
Audi;A5;B8 (A5 SPORTBACK 35 TDI);0588;BPN;1968;120;2018;2019;Diesel;2
Audi;A6;F2 (A6 35 TDI);0588;BQF;1968;120;2018;2019;Diesel;2
Audi;A6;F2 (A6 AVANT 35 TDI);0588;BQD;1968;120;2018;2019;Diesel;2
Audi;A6;F2 (A6 40 TDI QUATTRO);0588;BND;1968;150;2018;2019;Diesel;2
Audi;A6;F2 (A6 40 TDI);0588;BMY;1968;150;2018;2019;Diesel;2
Audi;A6;F2 (A6 AVANT 40 TDI QUATTRO);0588;BNF;1968;150;2018;2019;Diesel;2
Audi;A6;F2 (A6 AVANT 40 TDI);0588;BNE;1968;150;2018;2019;Diesel;2
Audi;A7;F2 (A7 SPORTBACK 40 TDI QUATTRO);0588;BOU;1968;150;2018;2019;Diesel;2
Audi;A7;F2 (A7 SPORTBACK 40 TDI);0588;BOT;1968;150;2018;2019;Diesel;2
Audi;Q3;F3 (Q3 35 TDI QUATTRO);0588;BOZ;1968;110;2018;2019;Diesel;2
Audi;Q3;F3 (Q3 35 TDI);0588;BOY;1968;110;2018;2019;Diesel;2
Audi;Q3;F3 (Q3 40 TDI QUATTRO);0588;BPA;1968;140;2018;2019;Diesel;2
Audi;Q5;FY (Q5 30 TDI);0588;BQB;1968;100;2018;2019;Diesel;2
Audi;Q5;FY (Q5 35 TDI);0588;BQC;1968;120;2018;2019;Diesel;2
Audi;A3;8V (A3 2.0 TDI);0588;AWA;1968;105;2012;2019;Diesel;2
Audi;A3;8V (A3 CABRIO 2.0 TDI);0588;BAR;1968;100;2014;2019;Diesel;2
Audi;TT;8J (AUDI TT 2.0 TDI QUATTRO ROADSTER);8307;ACG;1968;135;2016;2019;Diesel;2
Audi;TT;8J (AUDI TT 2.0 TDI QUATTRO);8307;ACF;1968;135;2016;2019;Diesel;2
Audi;Q5;8R (Q5 2.0 TDI QUATTRO);0588;AIX;1968;120;2008;2016;Diesel;2
Audi;TT;8J (AUDI TT 2.0 TDI ROADSTER);8307;ACA;1968;135;2014;2019;Diesel;2
Audi;TT;8J (AUDI TT 2.0 TDI);8307;ABW;1968;135;2014;2019;Diesel;2
Seat;Alhambra;7N (ALHAMBRA 2.0 TDI ALLRAD);7593;AMA;1968;110;2015;2019;Diesel;2
Seat;Alhambra;7N (ALHAMBRA 2.0 TDI ALLRAD);7593;ALZ;1968;110;2015;2019;Diesel;2
Seat;Alhambra;7N (ALHAMBRA 2.0 TDI);7593;ALL;1968;110;2014;2019;Diesel;2
Seat;Alhambra;7N (ALHAMBRA 2.0 TDI);7593;ALK;1968;110;2014;2019;Diesel;2
Seat;Alhambra;7N (ALHAMBRA 2.0 TDI ALLRAD);7593;AOA;1968;130;2018;2019;Diesel;2
Seat;Alhambra;7N (ALHAMBRA 2.0 TDI ALLRAD);7593;ANZ;1968;130;2018;2019;Diesel;2
Seat;Alhambra;7N (ALHAMBRA 2.0 TDI);7593;AFS;1968;85;2011;2019;Diesel;2
Seat;Alhambra;7N (ALHAMBRA 2.0 TDI);7593;AFT;1968;85;2011;2019;Diesel;2
Seat;Alhambra;7N (ALHAMBRA 2.0 TDI ALLRAD);7593;AMT;1968;135;2016;2019;Diesel;2
Seat;Alhambra;7N (ALHAMBRA 2.0 TDI ALLRAD);7593;AMS;1968;135;2016;2019;Diesel;2
Seat;Alhambra;7N (ALHAMBRA 2.0 TDI);7593;ALN;1968;135;2014;2019;Diesel;2
Seat;Alhambra;7N (ALHAMBRA 2.0 TDI);7593;ALM;1968;135;2014;2019;Diesel;2
Seat;Arona;KJ (ARONA 1.6 TDI);7593;ANT;1598;70;2017;2019;Diesel;2
Seat;Arona;KJ (ARONA 1.6 TDI);7593;ANU;1598;85;2017;2019;Diesel;2
Seat;Ateca;5FP (ATECA 1.6 TDI);7593;AMP;1598;85;2016;2019;Diesel;2
Seat;Ateca;5FP (ATECA 2.0 TDI 4DRIVE);7593;AMM;1968;110;2016;2019;Diesel;2
Seat;Ateca;5FP (ATECA 2.0 TDI 4DRIVE);7593;AMR;1968;140;2016;2019;Diesel;2
Seat;Ateca;5FP (ATECA 2.0 TDI);7593;AMQ;1968;110;2016;2019;Diesel;2
Seat;Ibiza;6P (IBIZA 1.4 TDI);7593;AKS;1422;55;2014;2017;Diesel;2
Seat;Ibiza;6P (IBIZA ST 1.4 TDI);7593;ALA;1422;55;2014;2017;Diesel;2
Seat;Ibiza;KJ (IBIZA 1.6 TDI);7593;ANJ;1598;59;2017;2019;Diesel;2
Seat;Ibiza;6P (IBIZA 1.4 TDI);7593;AKT;1422;66;2014;2017;Diesel;2
Seat;Ibiza;6P (IBIZA ST 1.4 TDI);7593;ALB;1422;66;2014;2017;Diesel;2
Seat;Ibiza;KJ (IBIZA 1.6 TDI);7593;ANK;1598;70;2017;2019;Diesel;2
Seat;Ibiza;6P (IBIZA 1.4 TDI);7593;AKU;1422;77;2014;2017;Diesel;2
Seat;Ibiza;6P (IBIZA ST 1.4 TDI);7593;ALC;1422;77;2014;2017;Diesel;2
Seat;Ibiza;KJ (IBIZA 1.6 TDI);7593;ANL;1598;85;2017;2019;Diesel;2
Seat;Leon;5F (LEON 1.6 TDI);7593;AIO;1598;66;2013;2019;Diesel;2
Seat;Leon;5F (LEON 1.6 TDI);7593;AHF;1598;66;2012;2019;Diesel;2
Seat;Leon;5F (LEON SC 1.6 TDI);7593;AIY;1598;66;2013;2019;Diesel;2
Seat;Leon;5F (LEON ST 1.6 TDI);7593;AJI;1598;66;2013;2019;Diesel;2
Seat;Leon;5F (LEON 1.6 TDI);7593;AIP;1598;77;2013;2019;Diesel;2
Seat;Leon;5F (LEON 1.6 TDI);7593;AHG;1598;77;2012;2019;Diesel;2
Seat;Leon;5F (LEON SC 1.6 TDI);7593;AIZ;1598;77;2013;2019;Diesel;2
Seat;Leon;5F (LEON ST 1.6 TDI 4DRIVE);7593;AJX;1598;77;2014;2019;Diesel;2
Seat;Leon;5F (LEON ST 1.6 TDI);7593;AJJ;1598;77;2013;2019;Diesel;2
Seat;Leon;5F (LEON 1.6 TDI);7593;AIQ;1598;81;2013;2019;Diesel;2
Seat;Leon;5F (LEON SC 1.6 TDI);7593;AJA;1598;81;2013;2019;Diesel;2
Seat;Leon;5F (LEON ST 1.6 TDI 4DRIVE X-PERIENCE);7593;AKG;1598;81;2014;2019;Diesel;2
Seat;Leon;5F (LEON ST 1.6 TDI 4DRIVE);7593;AKM;1598;81;2015;2019;Diesel;2
Seat;Leon;5F (LEON ST 1.6 TDI X-PERIENCE);7593;ALT;1598;81;2015;2019;Diesel;2
Seat;Leon;5F (LEON ST 1.6 TDI);7593;AJK;1598;81;2013;2019;Diesel;2
Seat;Leon;5F (LEON ST 2.0 TDI);7593;ALO;1968;81;2015;2019;Diesel;2
Seat;Leon;5F (LEON 1.6 TDI);7593;AMZ;1598;85;2016;2019;Diesel;2
Seat;Leon;5F (LEON SC 1.6 TDI);7593;ANA;1598;85;2016;2019;Diesel;2
Seat;Leon;5F (LEON ST 1.6 TDI X-PERIENCE);7593;ANC;1598;85;2016;2019;Diesel;2
Seat;Leon;5F (LEON ST 1.6 TDI);7593;ANB;1598;85;2016;2019;Diesel;2
Seat;Leon;5F (LEON 2.0 TDI);7593;AIR;1968;110;2013;2019;Diesel;2
Seat;Leon;5F (LEON 2.0 TDI);7593;AHM;1968;110;2012;2019;Diesel;2
Seat;Leon;5F (LEON SC 2.0 TDI);7593;AJB;1968;110;2013;2019;Diesel;2
Seat;Leon;5F (LEON ST 2.0 TDI 4DRIVE X-PERIENCE);7593;AKH;1968;110;2014;2019;Diesel;2
Seat;Leon;5F (LEON ST 2.0 TDI 4DRIVE);7593;AKF;1968;110;2014;2019;Diesel;2
Seat;Leon;5F (LEON ST 2.0 TDI);7593;AJL;1968;110;2013;2019;Diesel;2
Seat;Leon;5F (LEON 2.0 TDI);7593;AIS;1968;135;2013;2019;Diesel;2
Seat;Leon;5F (LEON 2.0 TDI);7593;AHN;1968;135;2012;2019;Diesel;2
Seat;Leon;5F (LEON SC 2.0 TDI);7593;AJC;1968;135;2013;2019;Diesel;2
Seat;Leon;5F (LEON ST 2.0 TDI 4DRIVE X-PERIENCE);7593;AKI;1968;135;2014;2019;Diesel;2
Seat;Leon;5F (LEON ST 2.0 TDI);7593;AJM;1968;135;2013;2019;Diesel;2
Seat;Tarraco;KN (TARRACO 2.0 TDI 4DRIVE);7593;AOS;1968;110;2018;2019;Diesel;2
Seat;Tarraco;KN (TARRACO 2.0 TDI 4DRIVE);7593;AOT;1968;140;2018;2019;Diesel;2
Seat;Tarraco;KN (TARRACO 2.0 TDI);7593;AOR;1968;110;2018;2019;Diesel;2
Seat;Toledo;NH (TOLEDO 1.6 TDI);7593;ALX;1598;85;2015;2019;Diesel;2
Seat;Toledo;NH (TOLEDO 1.6 TDI);7593;ALH;1598;85;2014;2019;Diesel;2
Skoda;Kodiaq;NS (KODIAQ 2.0 TDI 4X4);8004;ARX;1968;140;2016;2019;Diesel;2
Skoda;Fabia;5J (FABIA 1.4 TDI);8004;AOR;1422;66;2014;2019;Diesel;2
Skoda;Fabia;5J (FABIA 1.4 TDI);8004;AOS;1422;77;2014;2019;Diesel;2
Skoda;Fabia;5J (FABIA COMBI 1.4 TDI);8004;AOW;1422;66;2014;2019;Diesel;2
Skoda;Fabia;5J (FABIA COMBI 1.4 TDI);8004;AOX;1422;77;2014;2019;Diesel;2
Skoda;Karoq;NU (KAROQ 1.6 TDI);8004;ASP;1598;85;2017;2019;Diesel;2
Skoda;Karoq;NU (KAROQ 2.0 TDI 4X4);8004;ASQ;1968;110;2017;2019;Diesel;2
Skoda;Karoq;NU (KAROQ 2.0 TDI 4X4);8004;ATB;1968;140;2017;2019;Diesel;2
Skoda;Karoq;NU (KAROQ 2.0 TDI);8004;ATL;1968;110;2018;2019;Diesel;2
Skoda;Kodiaq;NS (KODIAQ 2.0 TDI);8004;ARS;1968;85;2016;2019;Diesel;2
Skoda;Kodiaq;NS (KODIAQ 2.0 TDI 4X4);8004;ASB;1968;110;2016;2019;Diesel;2
Skoda;Kodiaq;NS (KODIAQ 2.0 TDI 4X4);8004;ASA;1968;110;2016;2019;Diesel;2
Skoda;Kodiaq;NS (KODIAQ 2.0 TDI 4X4);8004;ARW;1968;110;2016;2019;Diesel;2
Skoda;Kodiaq;NS (KODIAQ 2.0 TDI 4X4);8004;ARU;1968;110;2016;2019;Diesel;2
Skoda;Kodiaq;NS (KODIAQ 2.0 TDI);8004;ASI;1968;110;2017;2019;Diesel;2
Skoda;Kodiaq;NS (KODIAQ 2.0 TDI);8004;ART;1968;110;2016;2019;Diesel;2
Skoda;Kodiaq;NS (KODIAQ 2.0 TDI 4X4);8004;ASD;1968;140;2016;2019;Diesel;2
Skoda;Kodiaq;NS (KODIAQ 2.0 TDI 4X4);8004;ASC;1968;140;2016;2019;Diesel;2
Skoda;Kodiaq;NS (KODIAQ 2.0 TDI 4X4);8004;ARV;1968;140;2016;2019;Diesel;2
Skoda;Kodiaq;NS (KODIAQ RS 2.0 TDI 4X4);8004;ATV;1968;176;2018;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA 1.6 TDI);8004;ANO;1598;66;2013;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA COMBI 1.6 TDI);8004;ANS;1598;66;2013;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA 1.6 TDI 4X4);8004;APG;1598;77;2015;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA 1.6 TDI);8004;ANF;1598;77;2012;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA COMBI 1.6 TDI 4X4);8004;ANR;1598;77;2013;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA COMBI 1.6 TDI);8004;ANK;1598;77;2012;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA 1.6 TDI 4X4);8004;AQX;1598;81;2015;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA 1.6 TDI);8004;AOI;1598;81;2014;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA COMBI 1.6 TDI 4X4);8004;AQY;1598;81;2015;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA COMBI 1.6 TDI);8004;AOJ;1598;81;2014;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA 1.6 TDI 4X4);8004;ASZ;1598;85;2018;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA 1.6 TDI);8004;ASE;1598;85;2017;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA COMBI 1.6 TDI 4X4);8004;ATA;1598;85;2018;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA COMBI 1.6 TDI);8004;ASF;1598;85;2017;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA 2.0 TDI 4X4);8004;APF;1968;110;2015;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA 2.0 TDI);8004;ANG;1968;110;2012;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA COMBI 2.0 TDI 4X4);8004;ANQ;1968;110;2013;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA COMBI 2.0 TDI);8004;ANL;1968;110;2012;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA COMBI RS 2.0 TDI 4X4);8004;AOM;1968;135;2014;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA COMBI RS 2.0 TDI);8004;ANW;1968;135;2013;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA RS 2.0 TDI 4X4);8004;APH;1968;135;2015;2019;Diesel;2
Skoda;Octavia;5E (OCTAVIA RS 2.0 TDI);8004;ANU;1968;135;2013;2019;Diesel;2
Skoda;Rapid;NH (RAPID 1.4 TDI);8004;ARG;1422;66;2015;2019;Diesel;2
Skoda;Rapid;NH (RAPID 1.4 TDI);8004;AQT;1422;66;2015;2019;Diesel;2
Skoda;Rapid;NH (RAPID SPACEBACK 1.4 TDI);8004;AQU;1422;66;2015;2019;Diesel;2
Skoda;Rapid;NH (RAPID 1.6 TDI);8004;ARH;1598;85;2015;2019;Diesel;2
Skoda;Rapid;NH (RAPID 1.6 TDI);8004;AQV;1598;85;2015;2019;Diesel;2
Skoda;Rapid;NH (RAPID SPACEBACK 1.6 TDI);8004;AQW;1598;85;2015;2019;Diesel;2
Skoda;Superb;3T (SUPERB 1.6 TDI);8004;API;1598;88;2015;2019;Diesel;2
Skoda;Superb;3T (SUPERB COMBI 1.6 TDI);8004;APJ;1598;88;2015;2019;Diesel;2
Skoda;Superb;3T (SUPERB 2.0 TDI 4X4);8004;APM;1968;110;2015;2019;Diesel;2
Skoda;Superb;3T (SUPERB 2.0 TDI);8004;APK;1968;110;2015;2019;Diesel;2
Skoda;Superb;3T (SUPERB COMBI 2.0 TDI 4X4);8004;APN;1968;110;2015;2019;Diesel;2
Skoda;Superb;3T (SUPERB COMBI 2.0 TDI);8004;APL;1968;110;2015;2019;Diesel;2
Skoda;Superb;3T (SUPERB 2.0 TDI 4X4);8004;APQ;1968;140;2015;2019;Diesel;2
Skoda;Superb;3T (SUPERB 2.0 TDI);8004;APO;1968;140;2015;2019;Diesel;2
Skoda;Superb;3T (SUPERB COMBI 2.0 TDI 4X4);8004;APR;1968;140;2015;2019;Diesel;2
Skoda;Superb;3T (SUPERB COMBI 2.0 TDI);8004;APP;1968;140;2015;2019;Diesel;2
Skoda;Yeti;5L (YETI 2.0 TDI 4X4);8004;ARA;1968;110;2015;2018;Diesel;2
Skoda;Yeti;5L (YETI 2.0 TDI 4X4);8004;AQI;1968;110;2015;2018;Diesel;2
Skoda;Yeti;5L (YETI 2.0 TDI);8004;AQZ;1968;110;2015;2018;Diesel;2
Skoda;Yeti;5L (YETI 2.0 TDI);8004;AQH;1968;110;2015;2018;Diesel;2
VW;Arteon;3H (ARTEON 2.0 TDI 4MOTION);0603;CDM;1968;140;2017;2019;Diesel;2
VW;Arteon;3H (ARTEON 2.0 TDI 4MOTION);0603;CDN;1968;176;2017;2019;Diesel;2
VW;Arteon;3H (ARTEON 2.0 TDI);0603;CDK;1968;110;2017;2019;Diesel;2
VW;Arteon;3H (ARTEON 2.0 TDI);0603;CDL;1968;140;2017;2019;Diesel;2
VW;Beetle;16 (BEETLE 2.0 TDI);0603;BQJ;1968;81;2014;2018;Diesel;2
VW;Beetle;16 (BEETLE 2.0 TDI);0603;BRH;1968;110;2014;2018;Diesel;2
VW;Beetle;16 (BEETLE CABRIO 2.0 TDI);0603;BRK;1968;81;2014;2019;Diesel;2
VW;Beetle;16 (BEETLE CABRIO 2.0 TDI);0603;BRL;1968;110;2014;2019;Diesel;2
VW;Caddy;2K (CADDY 2.0 TDI);0603;BSU;1968;55;2015;2019;Diesel;2
VW;Caddy;2K (CADDY 2.0 TDI);0603;BST;1968;55;2015;2019;Diesel;2
VW;Caddy;2K (CADDY 2.0 TDI);0603;BSW;1968;75;2015;2019;Diesel;2
VW;Caddy;2K (CADDY 2.0 TDI);0603;BSV;1968;75;2015;2019;Diesel;2
VW;Caddy;2K (CADDY 2.0 TDI 4MOTION);0603;BSY;1968;90;2015;2019;Diesel;2
VW;Caddy;2K (CADDY 2.0 TDI 4MOTION);0603;BSX;1968;90;2015;2019;Diesel;2
VW;Caddy;2K (CADDY 2.0 TDI 4MOTION);0603;BYB;1968;110;2016;2019;Diesel;2
VW;Caddy;2K (CADDY 2.0 TDI 4MOTION);0603;BYA;1968;110;2016;2019;Diesel;2
VW;Caddy;2K (CADDY 2.0 TDI);0603;BTA;1968;110;2015;2019;Diesel;2
VW;Caddy;2K (CADDY 2.0 TDI);0603;BSZ;1968;110;2015;2019;Diesel;2
VW;Golf VII;AU (GOLF VII 1.6 TDI);0603;BLK;1598;66;2013;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII VARIANT 1.6 TDI);0603;BOG;1598;66;2013;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII VARIANT 1.6 TDI);0603;BLW;1598;66;2013;2019;Diesel;2
VW;Golf VII;AU (GOLF VII 1.6 TDI 4MOTION);0603;BJI;1598;77;2012;2019;Diesel;2
VW;Golf VII;AU (GOLF VII 1.6 TDI);0603;BJH;1598;77;2012;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII VARIANT 1.6 TDI 4MOTION);0603;BOE;1598;77;2013;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII VARIANT 1.6 TDI 4MOTION);0603;BLO;1598;77;2013;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII VARIANT 1.6 TDI);0603;BOB;1598;77;2013;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII VARIANT 1.6 TDI);0603;BLG;1598;77;2013;2019;Diesel;2
VW;Golf VII;AU (GOLF VII 1.6 TDI 4MOTION);0603;BPI;1598;81;2014;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI);0603;BVJ;1968;110;2015;2019;Diesel;2
VW;Golf VII;AU (GOLF VII 1.6 TDI);0603;BKN;1598;81;2013;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII VARIANT 1.6 TDI 4MOTION);0603;BPM;1598;81;2014;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII VARIANT 1.6 TDI);0603;BOC;1598;81;2013;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII VARIANT 1.6 TDI);0603;BLH;1598;81;2013;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII VARIANT 2.0 TDI);0603;BYV;1968;81;2016;2019;Diesel;2
VW;Golf VII SportsVan;AUV (GOLF VII SPORTSVAN 1.6 TDI);0603;BMZ;1598;81;2013;2019;Diesel;2
VW;Golf VII SportsVan;AUV (GOLF VII SPORTSVAN 2.0 TDI);0603;CAT;1968;81;2016;2019;Diesel;2
VW;Golf VII;AU (GOLF VII 1.6 TDI);0603;CBO;1598;85;2016;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII VARIANT 1.6 TDI);0603;CBJ;1598;85;2016;2019;Diesel;2
VW;Golf VII SportsVan;AUV (GOLF VII SPORTSVAN 1.6 TDI);0603;CBK;1598;85;2016;2019;Diesel;2
VW;Golf VII;AU (GOLF VII 2.0 TDI 4MOTION);0603;BJK;1968;110;2012;2019;Diesel;2
VW;Golf VII;AU (GOLF VII 2.0 TDI);0603;BJJ;1968;110;2012;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII VARIANT 2.0 TDI 4MOTION);0603;BOF;1968;110;2013;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII VARIANT 2.0 TDI 4MOTION);0603;BLP;1968;110;2013;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII VARIANT 2.0 TDI);0603;BOD;1968;110;2013;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII VARIANT 2.0 TDI);0603;BLI;1968;110;2013;2019;Diesel;2
VW;Golf VII SportsVan;AUV (GOLF VII SPORTSVAN 2.0 TDI);0603;BNA;1968;110;2013;2019;Diesel;2
VW;Golf VII;AU (GOLF VII GTD 2.0 TDI);0603;BKO;1968;135;2013;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII GTD VARIANT 2.0 TDI 4MOTION);0603;BNG;1968;135;2014;2019;Diesel;2
VW;Golf VII;AUV (GOLF VII GTD VARIANT 2.0 TDI);0603;BNI;1968;135;2014;2019;Diesel;2
VW;Jetta IV;16 (JETTA 2.0 TDI);0603;BQM;1968;81;2014;2016;Diesel;2
VW;Jetta IV;16 (JETTA 2.0 TDI);0603;BQN;1968;110;2014;2016;Diesel;2
VW;Passat;3C (PASSAT 1.6 TDI);0603;BQX;1598;88;2014;2019;Diesel;2
VW;Passat;3C (PASSAT VARIANT 1.6 TDI);0603;BQY;1598;88;2014;2019;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI 4MOTION);0603;BSL;1968;110;2015;2015;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI);0603;BQR;1968;110;2014;2019;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI 4MOTION);0603;BSM;1968;110;2015;2019;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI);0603;BQS;1968;110;2014;2019;Diesel;2
VW;Passat;3CC (PASSAT CC 2.0 TDI);0603;BWH;1968;110;2015;2017;Diesel;2
VW;Passat;3CC (PASSAT CC 2.0 TDI);0603;BWI;1968;135;2015;2017;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI 4MOTION);0603;BRB;1968;140;2014;2015;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI);0603;BQZ;1968;140;2014;2019;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI 4MOTION);0603;BRC;1968;140;2014;2019;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI);0603;BRA;1968;140;2014;2019;Diesel;2
VW;Passat;3C (PASSAT 2.0 TDI 4MOTION);0603;BQT;1968;176;2014;2019;Diesel;2
VW;Passat;3C (PASSAT VARIANT 2.0 TDI 4MOTION);0603;BQU;1968;176;2014;2019;Diesel;2
VW;Polo;6R (POLO V 1.4 TDI);0603;BNU;1422;55;2013;2018;Diesel;2
VW;Polo;AW (POLO VI 1.6 TDI);0603;CDW;1598;59;2017;2019;Diesel;2
VW;Polo;6R (POLO V 1.4 TDI);0603;BNV;1422;66;2013;2018;Diesel;2
VW;Polo;AW (POLO VI 1.6 TDI);0603;CDX;1598;70;2017;2019;Diesel;2
VW;Polo;6R (POLO V 1.4 TDI);0603;BPN;1422;77;2014;2018;Diesel;2
VW;Scirocco;13 (SCIROCCO 2.0 TDI);0603;BPC;1968;110;2014;2019;Diesel;2
VW;Scirocco;13 (SCIROCCO 2.0 TDI);0603;BPD;1968;135;2014;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI 4MOTION);0603;BVL;1968;110;2015;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI 4MOTION);0603;BVK;1968;110;2015;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI);0603;BVI;1968;110;2015;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI 4MOTION);0603;CIX;1968;130;2018;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI 4MOTION);0603;CIW;1968;130;2018;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI 4MOTION);0603;CAW;1968;135;2016;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI 4MOTION);0603;CAV;1968;135;2016;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI);0603;BVN;1968;135;2015;2019;Diesel;2
VW;Sharan;7N (SHARAN 2.0 TDI);0603;BVM;1968;135;2015;2019;Diesel;2
VW;T6;7HC (T6 CALIFORNIA BEACH 2.0 TDI);0603;BUV;1968;62;2015;2019;Diesel;2
VW;T6;7HC (T6 KOMBI 2.0 TDI);0603;BTT;1968;62;2015;2019;Diesel;2
VW;T6;7HC (T6 MULTIVAN 2.0 TDI);0603;BUH;1968;62;2015;2019;Diesel;2
VW;T6;7HC (T6 CALIFORNIA 2.0 TDI);0603;BTL;1968;75;2015;2019;Diesel;2
VW;T6;7HC (T6 CALIFORNIA BEACH 2.0 TDI);0603;BUW;1968;75;2015;2019;Diesel;2
VW;T6;7HC (T6 KOMBI 2.0 TDI);0603;BTU;1968;75;2015;2019;Diesel;2
VW;T6;7HC (T6 MULTIVAN 2.0 TDI);0603;BUI;1968;75;2015;2019;Diesel;2
VW;T6;7HC (T6 CALIFORNIA 2.0 TDI);0603;CAL;1968;84;2016;2019;Diesel;2
VW;T6;7HC (T6 CALIFORNIA BEACH 2.0 TDI);0603;CAO;1968;84;2016;2019;Diesel;2
VW;T6;7HC (T6 KOMBI 2.0 TDI);0603;CAM;1968;84;2016;2019;Diesel;2
VW;T6;7HC (T6 MULTIVAN 2.0 TDI);0603;CAN;1968;84;2016;2019;Diesel;2
VW;T6;7HC (T6 CALIFORNIA 2.0 TDI 4MOTION);0603;BTN;1968;110;2015;2019;Diesel;2
VW;T6;7HC (T6 CALIFORNIA 2.0 TDI);0603;BTM;1968;110;2015;2019;Diesel;2
VW;T6;7HC (T6 CALIFORNIA BEACH 2.0 TDI 4MOTION);0603;BVA;1968;110;2015;2019;Diesel;2
VW;T6;7HC (T6 CALIFORNIA BEACH 2.0 TDI);0603;BUZ;1968;110;2015;2019;Diesel;2
VW;T6;7HC (T6 CALIFORNIA BEACH 2.0 TDI);0603;BXB;1968;110;2015;2019;Diesel;2
VW;T6;7HC (T6 KOMBI 2.0 TDI 4MOTION);0603;BTY;1968;110;2015;2019;Diesel;2
VW;T6;7HC (T6 KOMBI 2.0 TDI);0603;BTX;1968;110;2015;2019;Diesel;2
VW;T6;7HC (T6 KOMBI 2.0 TDI);0603;BXC;1968;110;2015;2019;Diesel;2
VW;T6;7HC (T6 MULTIVAN 2.0 TDI 4MOTION);0603;BUM;1968;110;2015;2019;Diesel;2
VW;T6;7HC (T6 MULTIVAN 2.0 TDI);0603;BUL;1968;110;2015;2019;Diesel;2
VW;T6;7HC (T6 CALIFORNIA 2.0 TDI 4MOTION);0603;CHP;1968;146;2018;2019;Diesel;2
VW;T6;7HC (T6 CALIFORNIA 2.0 TDI);0603;CHL;1968;146;2018;2019;Diesel;2
VW;T6;7HC (T6 CALIFORNIA BEACH 2.0 TDI 4MOTION);0603;CHS;1968;146;2018;2019;Diesel;2
VW;T6;7HC (T6 CALIFORNIA BEACH 2.0 TDI);0603;CHO;1968;146;2018;2019;Diesel;2
VW;T6;7HC (T6 KOMBI 2.0 TDI 4MOTION);0603;CHQ;1968;146;2018;2019;Diesel;2
VW;T6;7HC (T6 KOMBI 2.0 TDI);0603;CHM;1968;146;2018;2019;Diesel;2
